CellStage,CellID,CellLabel,CellProtocol
4.0,x1_S4c_b2.bcFTLU,nkx61,x1
4.0,x1_S4c_b2.bcGGMK,repl,x1
4.0,x1_S4c_b2.bcCYHJ,nkx61,x1
4.0,x1_S4c_b2.bcHCFJ,nkx61,x1
4.0,x1_S4c_b2.bcBRZY,nkx61,x1
4.0,x1_S4c_b2.bcDRVY,nkx61,x1
4.0,x1_S4c_b2.bcFKPC,repl,x1
4.0,x1_S4c_b2.bcECKN,nkx61,x1
4.0,x1_S4c_b2.bcFWSE,nkx61,x1
4.0,x1_S4c_b2.bcCTWI,ph,x1
4.0,x1_S4c_b2.bcAZXL,neurog3,x1
4.0,x1_S4c_b2.bcFVCQ,repl,x1
4.0,x1_S4c_b2.bcADAB,nkx61,x1
4.0,x1_S4c_b2.bcFXTW,repl,x1
4.0,x1_S4c_b2.bcAINW,neurog3,x1
4.0,x1_S4c_b2.bcHGUA,ph,x1
4.0,x1_S4c_b2.bcCTQW,nkx61,x1
4.0,x1_S4c_b2.bcFRHM,repl,x1
4.0,x1_S4c_b2.bcDEVS,nkx61,x1
4.0,x1_S4c_b2.bcBSNK,repl,x1
4.0,x1_S4c_b2.bcBAWZ,repl,x1
4.0,x1_S4c_b2.bcBULF,nkx61,x1
4.0,x1_S4c_b2.bcBBZT,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcGMTY,repl,x1
4.0,x1_S4c_b2.bcDHBP,ph,x1
4.0,x1_S4c_b2.bcAFSA,sst_hhex,x1
4.0,x1_S4c_b2.bcEDOR,repl,x1
4.0,x1_S4c_b2.bcAJTK,ph,x1
4.0,x1_S4c_b2.bcEPVC,nkx61,x1
4.0,x1_S4c_b2.bcIANM,nkx61,x1
4.0,x1_S4c_b2.bcHOXS,nkx61,x1
4.0,x1_S4c_b2.bcFZOO,repl,x1
4.0,x1_S4c_b2.bcCAYO,nkx61,x1
4.0,x1_S4c_b2.bcBXEO,repl,x1
4.0,x1_S4c_b2.bcGRZK,nkx61,x1
4.0,x1_S4c_b2.bcBYZW,ph,x1
4.0,x1_S4c_b2.bcHTVN,repl,x1
4.0,x1_S4c_b2.bcELEL,repl,x1
4.0,x1_S4c_b2.bcGHMN,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcHNQJ,nkx61,x1
4.0,x1_S4c_b2.bcCVJU,nkx61,x1
4.0,x1_S4c_b2.bcHGRV,neurog3,x1
4.0,x1_S4c_b2.bcDOQU,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcFIWQ,nkx61,x1
4.0,x1_S4c_b2.bcBSNM,nkx61,x1
4.0,x1_S4c_b2.bcBQQH,repl,x1
4.0,x1_S4c_b2.bcGTFT,repl,x1
4.0,x1_S4c_b2.bcFZZZ,neurog3,x1
4.0,x1_S4c_b2.bcFVZX,repl,x1
4.0,x1_S4c_b2.bcDFPQ,repl,x1
4.0,x1_S4c_b2.bcIGFA,nkx61,x1
4.0,x1_S4c_b2.bcEIWS,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcIAWW,neurog3,x1
4.0,x1_S4c_b2.bcCDJB,repl,x1
4.0,x1_S4c_b2.bcGFHJ,nkx61,x1
4.0,x1_S4c_b2.bcGYBQ,nkx61,x1
4.0,x1_S4c_b2.bcIEBR,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcEAWU,nkx61,x1
4.0,x1_S4c_b2.bcFEOV,nkx61,x1
4.0,x1_S4c_b2.bcEZGH,repl,x1
4.0,x1_S4c_b2.bcHSXT,neurog3,x1
4.0,x1_S4c_b2.bcCTZK,ph,x1
4.0,x1_S4c_b2.bcGHNV,nkx61,x1
4.0,x1_S4c_b2.bcDYMB,nkx61,x1
4.0,x1_S4c_b2.bcHNNB,nkx61,x1
4.0,x1_S4c_b2.bcFDKY,neurog3,x1
4.0,x1_S4c_b2.bcDICT,nkx61,x1
4.0,x1_S4c_b2.bcEREH,nkx61,x1
4.0,x1_S4c_b2.bcDESN,nkx61,x1
4.0,x1_S4c_b2.bcDCWW,nkx61,x1
4.0,x1_S4c_b2.bcCSGY,neurog3,x1
4.0,x1_S4c_b2.bcBSIP,nkx61,x1
4.0,x1_S4c_b2.bcEXYA,nkx61,x1
4.0,x1_S4c_b2.bcFPBX,nkx61,x1
4.0,x1_S4c_b2.bcDUEL,nkx61,x1
4.0,x1_S4c_b2.bcBVPJ,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcIFUH,nkx61,x1
4.0,x1_S4c_b2.bcHPBP,repl,x1
4.0,x1_S4c_b2.bcGUHH,nkx61,x1
4.0,x1_S4c_b2.bcHFDH,nkx61,x1
4.0,x1_S4c_b2.bcGBPZ,ph,x1
4.0,x1_S4c_b2.bcFHVN,repl,x1
4.0,x1_S4c_b2.bcEJXK,nkx61,x1
4.0,x1_S4c_b2.bcBNKZ,ph,x1
4.0,x1_S4c_b2.bcAANQ,neurog3,x1
4.0,x1_S4c_b2.bcDPFP,neurog3,x1
4.0,x1_S4c_b2.bcHXJD,ph,x1
4.0,x1_S4c_b2.bcDQIZ,repl,x1
4.0,x1_S4c_b2.bcCJIR,nkx61,x1
4.0,x1_S4c_b2.bcBXXV,repl,x1
4.0,x1_S4c_b2.bcCZMK,nkx61,x1
4.0,x1_S4c_b2.bcEOGX,nkx61,x1
4.0,x1_S4c_b2.bcERSE,nkx61,x1
4.0,x1_S4c_b2.bcFPHT,repl,x1
4.0,x1_S4c_b2.bcFKAE,nkx61,x1
4.0,x1_S4c_b2.bcIHVD,nkx61,x1
4.0,x1_S4c_b2.bcELXG,nkx61,x1
4.0,x1_S4c_b2.bcDWDV,nkx61,x1
4.0,x1_S4c_b2.bcAZCG,repl,x1
4.0,x1_S4c_b2.bcDZAK,repl,x1
4.0,x1_S4c_b2.bcHIXY,nkx61,x1
4.0,x1_S4c_b2.bcEBPO,repl,x1
4.0,x1_S4c_b2.bcDMOW,nkx61,x1
4.0,x1_S4c_b2.bcBOAP,nkx61,x1
4.0,x1_S4c_b2.bcBUYM,repl,x1
4.0,x1_S4c_b2.bcFPGX,nkx61,x1
4.0,x1_S4c_b2.bcIHNV,ph,x1
4.0,x1_S4c_b2.bcCZXN,repl,x1
4.0,x1_S4c_b2.bcFREL,repl,x1
4.0,x1_S4c_b2.bcFUQR,repl,x1
4.0,x1_S4c_b2.bcBGBM,nkx61,x1
4.0,x1_S4c_b2.bcCKRV,repl,x1
4.0,x1_S4c_b2.bcGCJK,nkx61,x1
4.0,x1_S4c_b2.bcEIAO,repl,x1
4.0,x1_S4c_b2.bcGDIA,ph,x1
4.0,x1_S4c_b2.bcFFJF,nkx61,x1
4.0,x1_S4c_b2.bcGJUK,nkx61,x1
4.0,x1_S4c_b2.bcEUUU,repl,x1
4.0,x1_S4c_b2.bcEPBQ,nkx61,x1
4.0,x1_S4c_b2.bcBNZU,nkx61,x1
4.0,x1_S4c_b2.bcGIJV,nkx61,x1
4.0,x1_S4c_b2.bcBEYX,repl,x1
4.0,x1_S4c_b2.bcDXMN,repl,x1
4.0,x1_S4c_b2.bcBEVI,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcDXQC,ph,x1
4.0,x1_S4c_b2.bcFLPZ,repl,x1
4.0,x1_S4c_b2.bcBOJF,ph,x1
4.0,x1_S4c_b2.bcEXJT,nkx61,x1
4.0,x1_S4c_b2.bcBSSB,nkx61,x1
4.0,x1_S4c_b2.bcGZKQ,neurog3,x1
4.0,x1_S4c_b2.bcANKV,nkx61,x1
4.0,x1_S4c_b2.bcHARN,nkx61,x1
4.0,x1_S4c_b2.bcCSHA,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcGCED,nkx61,x1
4.0,x1_S4c_b2.bcDAVW,repl,x1
4.0,x1_S4c_b2.bcCHIA,nkx61,x1
4.0,x1_S4c_b2.bcHKQL,nkx61,x1
4.0,x1_S4c_b2.bcDOOZ,repl,x1
4.0,x1_S4c_b2.bcATPU,repl,x1
4.0,x1_S4c_b2.bcAZYW,nkx61,x1
4.0,x1_S4c_b2.bcAZAR,repl,x1
4.0,x1_S4c_b2.bcHGFO,ph,x1
4.0,x1_S4c_b2.bcHEDQ,nkx61,x1
4.0,x1_S4c_b2.bcCZNQ,repl,x1
4.0,x1_S4c_b2.bcDXUL,ph,x1
4.0,x1_S4c_b2.bcDCHL,ph,x1
4.0,x1_S4c_b2.bcCQFG,nkx61,x1
4.0,x1_S4c_b2.bcBZOL,nkx61,x1
4.0,x1_S4c_b2.bcFYNY,ph,x1
4.0,x1_S4c_b2.bcHOFP,neurog3,x1
4.0,x1_S4c_b2.bcGCYZ,nkx61,x1
4.0,x1_S4c_b2.bcDQMW,nkx61,x1
4.0,x1_S4c_b2.bcDNAG,nkx61,x1
4.0,x1_S4c_b2.bcCGRX,nkx61,x1
4.0,x1_S4c_b2.bcHLCO,neurog3,x1
4.0,x1_S4c_b2.bcFUHD,nkx61,x1
4.0,x1_S4c_b2.bcDFXF,nkx61,x1
4.0,x1_S4c_b2.bcARNJ,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcHCMY,nkx61,x1
4.0,x1_S4c_b2.bcBGKJ,repl,x1
4.0,x1_S4c_b2.bcCLXV,repl,x1
4.0,x1_S4c_b2.bcGYTB,ph,x1
4.0,x1_S4c_b2.bcFCPF,nkx61,x1
4.0,x1_S4c_b2.bcHJEH,nkx61,x1
4.0,x1_S4c_b2.bcBIJE,nkx61,x1
4.0,x1_S4c_b2.bcGRYG,nkx61,x1
4.0,x1_S4c_b2.bcGGFM,nkx61,x1
4.0,x1_S4c_b2.bcHVQX,repl,x1
4.0,x1_S4c_b2.bcGEPA,ph,x1
4.0,x1_S4c_b2.bcGPYT,nkx61,x1
4.0,x1_S4c_b2.bcDDVK,nkx61,x1
4.0,x1_S4c_b2.bcGTLI,nkx61,x1
4.0,x1_S4c_b2.bcAHBH,repl,x1
4.0,x1_S4c_b2.bcCYIA,ph,x1
4.0,x1_S4c_b2.bcBIQB,nkx61,x1
4.0,x1_S4c_b2.bcGPTV,repl,x1
4.0,x1_S4c_b2.bcATBC,repl,x1
4.0,x1_S4c_b2.bcEXET,nkx61,x1
4.0,x1_S4c_b2.bcIBNH,repl,x1
4.0,x1_S4c_b2.bcDTUY,nkx61,x1
4.0,x1_S4c_b2.bcCLCD,nkx61,x1
4.0,x1_S4c_b2.bcEIHV,repl,x1
4.0,x1_S4c_b2.bcEFTE,ph,x1
4.0,x1_S4c_b2.bcEDHF,nkx61,x1
4.0,x1_S4c_b2.bcEEZU,nkx61,x1
4.0,x1_S4c_b2.bcFZDZ,nkx61,x1
4.0,x1_S4c_b2.bcFMIF,ph,x1
4.0,x1_S4c_b2.bcBJRP,repl,x1
4.0,x1_S4c_b2.bcGCLO,nkx61,x1
4.0,x1_S4c_b2.bcGTHL,repl,x1
4.0,x1_S4c_b2.bcGZMX,nkx61,x1
4.0,x1_S4c_b2.bcGGVH,ph,x1
4.0,x1_S4c_b2.bcALVM,repl,x1
4.0,x1_S4c_b2.bcIJGX,nkx61,x1
4.0,x1_S4c_b2.bcGTIV,nkx61,x1
4.0,x1_S4c_b2.bcFKST,ph,x1
4.0,x1_S4c_b2.bcCIYK,nkx61,x1
4.0,x1_S4c_b2.bcIHRS,nkx61,x1
4.0,x1_S4c_b2.bcFNKY,repl,x1
4.0,x1_S4c_b2.bcEIJD,neurog3,x1
4.0,x1_S4c_b2.bcBSQB,repl,x1
4.0,x1_S4c_b2.bcHMZH,repl,x1
4.0,x1_S4c_b2.bcDMXD,nkx61,x1
4.0,x1_S4c_b2.bcBQTH,nkx61,x1
4.0,x1_S4c_b2.bcBLWR,nkx61,x1
4.0,x1_S4c_b2.bcBGCU,nkx61,x1
4.0,x1_S4c_b2.bcIAEP,neurog3,x1
4.0,x1_S4c_b2.bcGELI,nkx61,x1
4.0,x1_S4c_b2.bcHMAH,nkx61,x1
4.0,x1_S4c_b2.bcDDIT,nkx61,x1
4.0,x1_S4c_b2.bcHNLT,ph,x1
4.0,x1_S4c_b2.bcGFQR,nkx61,x1
4.0,x1_S4c_b2.bcHBUL,nkx61,x1
4.0,x1_S4c_b2.bcAVIP,nkx61,x1
4.0,x1_S4c_b2.bcDZIK,nkx61,x1
4.0,x1_S4c_b2.bcGBHN,nkx61,x1
4.0,x1_S4c_b2.bcFWNO,ph,x1
4.0,x1_S4c_b2.bcFRHT,ph,x1
4.0,x1_S4c_b2.bcHRHL,ph,x1
4.0,x1_S4c_b2.bcHCSY,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcGGUP,repl,x1
4.0,x1_S4c_b2.bcEWNC,nkx61,x1
4.0,x1_S4c_b2.bcCLEA,ph,x1
4.0,x1_S4c_b2.bcAISR,repl,x1
4.0,x1_S4c_b2.bcBPOH,repl,x1
4.0,x1_S4c_b2.bcDMCQ,neurog3,x1
4.0,x1_S4c_b2.bcFHJM,nkx61,x1
4.0,x1_S4c_b2.bcESGT,nkx61,x1
4.0,x1_S4c_b2.bcBGEG,nkx61,x1
4.0,x1_S4c_b2.bcAUTE,repl,x1
4.0,x1_S4c_b2.bcALFI,repl,x1
4.0,x1_S4c_b2.bcDKWL,nkx61,x1
4.0,x1_S4c_b2.bcCRRA,nkx61,x1
4.0,x1_S4c_b2.bcHSNB,nkx61,x1
4.0,x1_S4c_b2.bcEQNS,ph,x1
4.0,x1_S4c_b2.bcGDZS,nkx61,x1
4.0,x1_S4c_b2.bcHGON,nkx61,x1
4.0,x1_S4c_b2.bcFBBN,ph,x1
4.0,x1_S4c_b2.bcDXTP,repl,x1
4.0,x1_S4c_b2.bcGBTR,sst_hhex,x1
4.0,x1_S4c_b2.bcAGAO,neurog3,x1
4.0,x1_S4c_b2.bcHCAA,nkx61,x1
4.0,x1_S4c_b2.bcAIWJ,nkx61,x1
4.0,x1_S4c_b2.bcIIID,repl,x1
4.0,x1_S4c_b2.bcHUHB,nkx61,x1
4.0,x1_S4c_b2.bcCVDB,nkx61,x1
4.0,x1_S4c_b2.bcFNAO,nkx61,x1
4.0,x1_S4c_b2.bcGFWH,repl,x1
4.0,x1_S4c_b2.bcDGIP,repl,x1
4.0,x1_S4c_b2.bcACML,ph,x1
4.0,x1_S4c_b2.bcDZEM,nkx61,x1
4.0,x1_S4c_b2.bcFRTK,nkx61,x1
4.0,x1_S4c_b2.bcGYRK,nkx61,x1
4.0,x1_S4c_b2.bcEVBH,ph,x1
4.0,x1_S4c_b2.bcCIPX,nkx61,x1
4.0,x1_S4c_b2.bcDXEC,nkx61,x1
4.0,x1_S4c_b2.bcDAFN,repl,x1
4.0,x1_S4c_b2.bcGWTB,repl,x1
4.0,x1_S4c_b2.bcDIQX,nkx61,x1
4.0,x1_S4c_b2.bcFGIW,neurog3,x1
4.0,x1_S4c_b2.bcEWZL,nkx61,x1
4.0,x1_S4c_b2.bcGLPP,nkx61,x1
4.0,x1_S4c_b2.bcDCOX,nkx61,x1
4.0,x1_S4c_b2.bcDDLH,nkx61,x1
4.0,x1_S4c_b2.bcHUDY,repl,x1
4.0,x1_S4c_b2.bcAPWI,repl,x1
4.0,x1_S4c_b2.bcDEVN,repl,x1
4.0,x1_S4c_b2.bcCFJI,nkx61,x1
4.0,x1_S4c_b2.bcBRSZ,repl,x1
4.0,x1_S4c_b2.bcCBTD,nkx61,x1
4.0,x1_S4c_b2.bcASZV,nkx61,x1
4.0,x1_S4c_b2.bcFNQO,neurog3,x1
4.0,x1_S4c_b2.bcAOSQ,ph,x1
4.0,x1_S4c_b2.bcCABD,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcCMKS,repl,x1
4.0,x1_S4c_b2.bcAZPK,repl,x1
4.0,x1_S4c_b2.bcCJFK,neurog3,x1
4.0,x1_S4c_b2.bcEDBR,nkx61,x1
4.0,x1_S4c_b2.bcDCUL,repl,x1
4.0,x1_S4c_b2.bcBQUX,ph,x1
4.0,x1_S4c_b2.bcATHZ,sst_hhex,x1
4.0,x1_S4c_b2.bcFSZO,repl,x1
4.0,x1_S4c_b2.bcGQFK,nkx61,x1
4.0,x1_S4c_b2.bcAAEC,nkx61,x1
4.0,x1_S4c_b2.bcCSFZ,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcHKPB,ph,x1
4.0,x1_S4c_b2.bcCCTG,nkx61,x1
4.0,x1_S4c_b2.bcCKLJ,ph,x1
4.0,x1_S4c_b2.bcEMBN,nkx61,x1
4.0,x1_S4c_b2.bcGAOW,nkx61,x1
4.0,x1_S4c_b2.bcGBMC,nkx61,x1
4.0,x1_S4c_b2.bcAMLC,repl,x1
4.0,x1_S4c_b2.bcFQTT,nkx61,x1
4.0,x1_S4c_b2.bcCKZZ,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcBUJI,repl,x1
4.0,x1_S4c_b2.bcIDYN,repl,x1
4.0,x1_S4c_b2.bcDBMF,nkx61,x1
4.0,x1_S4c_b2.bcAUBQ,repl,x1
4.0,x1_S4c_b2.bcFHSV,nkx61,x1
4.0,x1_S4c_b2.bcIHSC,nkx61,x1
4.0,x1_S4c_b2.bcFUQQ,repl,x1
4.0,x1_S4c_b2.bcFPUV,nkx61,x1
4.0,x1_S4c_b2.bcCOFP,nkx61,x1
4.0,x1_S4c_b2.bcAUXV,ph,x1
4.0,x1_S4c_b2.bcFESG,ph,x1
4.0,x1_S4c_b2.bcBECA,repl,x1
4.0,x1_S4c_b2.bcCMBW,ph,x1
4.0,x1_S4c_b2.bcBGER,neurog3,x1
4.0,x1_S4c_b2.bcFSDE,nkx61,x1
4.0,x1_S4c_b2.bcAVCR,nkx61,x1
4.0,x1_S4c_b2.bcDBLN,ph,x1
4.0,x1_S4c_b2.bcAJDS,nkx61,x1
4.0,x1_S4c_b2.bcECTP,ph,x1
4.0,x1_S4c_b2.bcECHU,nkx61,x1
4.0,x1_S4c_b2.bcEQNA,repl,x1
4.0,x1_S4c_b2.bcHQIT,neurog3,x1
4.0,x1_S4c_b2.bcFALY,nkx61,x1
4.0,x1_S4c_b2.bcACEW,nkx61,x1
4.0,x1_S4c_b2.bcBPEU,nkx61,x1
4.0,x1_S4c_b2.bcGSBU,nkx61,x1
4.0,x1_S4c_b2.bcHMOB,repl,x1
4.0,x1_S4c_b2.bcDZVH,ph,x1
4.0,x1_S4c_b2.bcGGKE,repl,x1
4.0,x1_S4c_b2.bcDRIO,neurog3,x1
4.0,x1_S4c_b2.bcCCZU,nkx61,x1
4.0,x1_S4c_b2.bcEQUS,repl,x1
4.0,x1_S4c_b2.bcGHMR,nkx61,x1
4.0,x1_S4c_b2.bcHPLU,repl,x1
4.0,x1_S4c_b2.bcCURQ,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcFCZQ,nkx61,x1
4.0,x1_S4c_b2.bcAMZF,nkx61,x1
4.0,x1_S4c_b2.bcANJX,repl,x1
4.0,x1_S4c_b2.bcGCKK,nkx61,x1
4.0,x1_S4c_b2.bcCKYK,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcHFZD,nkx61,x1
4.0,x1_S4c_b2.bcCXFR,repl,x1
4.0,x1_S4c_b2.bcHUDB,neurog3,x1
4.0,x1_S4c_b2.bcDPCP,repl,x1
4.0,x1_S4c_b2.bcHGLS,repl,x1
4.0,x1_S4c_b2.bcDQPR,ph,x1
4.0,x1_S4c_b2.bcDDZF,ph,x1
4.0,x1_S4c_b2.bcERMT,nkx61,x1
4.0,x1_S4c_b2.bcAUBD,nkx61,x1
4.0,x1_S4c_b2.bcIGXU,nkx61,x1
4.0,x1_S4c_b2.bcAHGU,nkx61,x1
4.0,x1_S4c_b2.bcFZFS,neurog3,x1
4.0,x1_S4c_b2.bcIEAX,nkx61,x1
4.0,x1_S4c_b2.bcEYUW,ph,x1
4.0,x1_S4c_b2.bcFPRS,ph,x1
4.0,x1_S4c_b2.bcGECG,ph,x1
4.0,x1_S4c_b2.bcDXEQ,nkx61,x1
4.0,x1_S4c_b2.bcABLC,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcHBMO,repl,x1
4.0,x1_S4c_b2.bcHECC,nkx61,x1
4.0,x1_S4c_b2.bcCTHM,nkx61,x1
4.0,x1_S4c_b2.bcFPWG,ph,x1
4.0,x1_S4c_b2.bcBWSG,nkx61,x1
4.0,x1_S4c_b2.bcAPMH,nkx61,x1
4.0,x1_S4c_b2.bcHFUD,nkx61,x1
4.0,x1_S4c_b2.bcFPBJ,repl,x1
4.0,x1_S4c_b2.bcFEGK,repl,x1
4.0,x1_S4c_b2.bcDAFI,nkx61,x1
4.0,x1_S4c_b2.bcEGTJ,neurog3,x1
4.0,x1_S4c_b2.bcCAOT,nkx61,x1
4.0,x1_S4c_b2.bcDIIW,nkx61,x1
4.0,x1_S4c_b2.bcHJIV,ph,x1
4.0,x1_S4c_b2.bcCTFC,ph,x1
4.0,x1_S4c_b2.bcAIWY,repl,x1
4.0,x1_S4c_b2.bcGDKC,ph,x1
4.0,x1_S4c_b2.bcEDYV,repl,x1
4.0,x1_S4c_b2.bcHNGX,ph,x1
4.0,x1_S4c_b2.bcHZQN,repl,x1
4.0,x1_S4c_b2.bcGIPD,nkx61,x1
4.0,x1_S4c_b2.bcASPJ,nkx61,x1
4.0,x1_S4c_b2.bcFHDU,repl,x1
4.0,x1_S4c_b2.bcATVF,repl,x1
4.0,x1_S4c_b2.bcHCEJ,nkx61,x1
4.0,x1_S4c_b2.bcGWGE,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcBCLV,repl,x1
4.0,x1_S4c_b2.bcBXPC,nkx61,x1
4.0,x1_S4c_b2.bcFCNW,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcCNOM,nkx61,x1
4.0,x1_S4c_b2.bcEOWX,repl,x1
4.0,x1_S4c_b2.bcEPCD,nkx61,x1
4.0,x1_S4c_b2.bcCLGA,ph,x1
4.0,x1_S4c_b2.bcBWQZ,ph,x1
4.0,x1_S4c_b2.bcHHSV,ph,x1
4.0,x1_S4c_b2.bcAYAX,repl,x1
4.0,x1_S4c_b2.bcDNOA,nkx61,x1
4.0,x1_S4c_b2.bcCCBL,nkx61,x1
4.0,x1_S4c_b2.bcHIUD,neurog3,x1
4.0,x1_S4c_b2.bcFGQI,nkx61,x1
4.0,x1_S4c_b2.bcDKTP,repl,x1
4.0,x1_S4c_b2.bcDLOK,nkx61,x1
4.0,x1_S4c_b2.bcBGMK,repl,x1
4.0,x1_S4c_b2.bcHZBL,ph,x1
4.0,x1_S4c_b2.bcEOUF,repl,x1
4.0,x1_S4c_b2.bcGILC,repl,x1
4.0,x1_S4c_b2.bcIICN,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcHIWI,nkx61,x1
4.0,x1_S4c_b2.bcIALP,nkx61,x1
4.0,x1_S4c_b2.bcCVLX,nkx61,x1
4.0,x1_S4c_b2.bcAZVV,ph,x1
4.0,x1_S4c_b2.bcBSZL,nkx61,x1
4.0,x1_S4c_b2.bcEKHI,repl,x1
4.0,x1_S4c_b2.bcHTTH,ph,x1
4.0,x1_S4c_b2.bcHPKB,repl,x1
4.0,x1_S4c_b2.bcGSTE,nkx61,x1
4.0,x1_S4c_b2.bcCGVC,ph,x1
4.0,x1_S4c_b2.bcDCGT,neurog3,x1
4.0,x1_S4c_b2.bcCNYE,neurog3,x1
4.0,x1_S4c_b2.bcBJCR,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcFOVW,nkx61,x1
4.0,x1_S4c_b2.bcIIJN,repl,x1
4.0,x1_S4c_b2.bcDGZG,nkx61,x1
4.0,x1_S4c_b2.bcDMWX,nkx61,x1
4.0,x1_S4c_b2.bcFKVL,repl,x1
4.0,x1_S4c_b2.bcAYED,nkx61,x1
4.0,x1_S4c_b2.bcDEUY,nkx61,x1
4.0,x1_S4c_b2.bcEMTY,nkx61,x1
4.0,x1_S4c_b2.bcGVQK,nkx61,x1
4.0,x1_S4c_b2.bcAEVM,nkx61,x1
4.0,x1_S4c_b2.bcEABI,repl,x1
4.0,x1_S4c_b2.bcFKNY,ph,x1
4.0,x1_S4c_b2.bcHLZC,nkx61,x1
4.0,x1_S4c_b2.bcEQZC,nkx61,x1
4.0,x1_S4c_b2.bcAXBZ,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcDLZL,nkx61,x1
4.0,x1_S4c_b2.bcCZEM,nkx61,x1
4.0,x1_S4c_b2.bcFMEL,neurog3,x1
4.0,x1_S4c_b2.bcERZO,nkx61,x1
4.0,x1_S4c_b2.bcFVOT,nkx61,x1
4.0,x1_S4c_b2.bcGUAT,nkx61,x1
4.0,x1_S4c_b2.bcCFHH,nkx61,x1
4.0,x1_S4c_b2.bcDPSY,ph,x1
4.0,x1_S4c_b2.bcBZTY,nkx61,x1
4.0,x1_S4c_b2.bcBBMI,nkx61,x1
4.0,x1_S4c_b2.bcDJCS,nkx61,x1
4.0,x1_S4c_b2.bcHHHV,nkx61,x1
4.0,x1_S4c_b2.bcHCIP,ph,x1
4.0,x1_S4c_b2.bcDQPX,nkx61,x1
4.0,x1_S4c_b2.bcDMWD,nkx61,x1
4.0,x1_S4c_b2.bcFSNY,nkx61,x1
4.0,x1_S4c_b2.bcGKIF,nkx61,x1
4.0,x1_S4c_b2.bcEQED,repl,x1
4.0,x1_S4c_b2.bcFVCD,repl,x1
4.0,x1_S4c_b2.bcFFCT,nkx61,x1
4.0,x1_S4c_b2.bcEONR,nkx61,x1
4.0,x1_S4c_b2.bcBYIM,neurog3,x1
4.0,x1_S4c_b2.bcALHP,repl,x1
4.0,x1_S4c_b2.bcBQRU,ph,x1
4.0,x1_S4c_b2.bcFEEY,nkx61,x1
4.0,x1_S4c_b2.bcGJFK,ph,x1
4.0,x1_S4c_b2.bcBPFU,ph,x1
4.0,x1_S4c_b2.bcCYXT,repl,x1
4.0,x1_S4c_b2.bcGCGT,nkx61,x1
4.0,x1_S4c_b2.bcEBZI,ph,x1
4.0,x1_S4c_b2.bcEVJC,nkx61,x1
4.0,x1_S4c_b2.bcDBVZ,nkx61,x1
4.0,x1_S4c_b2.bcAKHZ,ph,x1
4.0,x1_S4c_b2.bcDHIO,nkx61,x1
4.0,x1_S4c_b2.bcBFLK,nkx61,x1
4.0,x1_S4c_b2.bcGSUH,ph,x1
4.0,x1_S4c_b2.bcHCTL,nkx61,x1
4.0,x1_S4c_b2.bcFWNV,nkx61,x1
4.0,x1_S4c_b2.bcBTWD,repl,x1
4.0,x1_S4c_b2.bcFJAH,nkx61,x1
4.0,x1_S4c_b2.bcCGOA,repl,x1
4.0,x1_S4c_b2.bcECXF,repl,x1
4.0,x1_S4c_b2.bcGLZL,repl,x1
4.0,x1_S4c_b2.bcDNFT,repl,x1
4.0,x1_S4c_b2.bcCZBG,repl,x1
4.0,x1_S4c_b2.bcGUCF,nkx61,x1
4.0,x1_S4c_b2.bcHUWJ,ph,x1
4.0,x1_S4c_b2.bcCZTH,nkx61,x1
4.0,x1_S4c_b2.bcFMSN,nkx61,x1
4.0,x1_S4c_b2.bcBCYO,repl,x1
4.0,x1_S4c_b2.bcGMQA,nkx61,x1
4.0,x1_S4c_b2.bcCIWC,nkx61,x1
4.0,x1_S4c_b2.bcDTPE,repl,x1
4.0,x1_S4c_b2.bcFIXT,nkx61,x1
4.0,x1_S4c_b2.bcAXRS,nkx61,x1
4.0,x1_S4c_b2.bcFLHF,nkx61,x1
4.0,x1_S4c_b2.bcEZYF,ph,x1
4.0,x1_S4c_b2.bcFSRA,repl,x1
4.0,x1_S4c_b2.bcCBJS,nkx61,x1
4.0,x1_S4c_b2.bcCRZC,repl,x1
4.0,x1_S4c_b2.bcDNUC,nkx61,x1
4.0,x1_S4c_b2.bcHTXH,nkx61,x1
4.0,x1_S4c_b2.bcDKYA,ph,x1
4.0,x1_S4c_b2.bcAFHJ,ph,x1
