CellStage,CellID,CellLabel,CellProtocol
4.0,x1_S4c_b2.bcEHIK,nkx61,x1
4.0,x1_S4c_b2.bcIBJR,ph,x1
4.0,x1_S4c_b2.bcGNEA,nkx61,x1
4.0,x1_S4c_b2.bcFVMB,nkx61,x1
4.0,x1_S4c_b2.bcFWAW,nkx61,x1
4.0,x1_S4c_b2.bcHDCB,ph,x1
4.0,x1_S4c_b2.bcHPCN,ph,x1
4.0,x1_S4c_b2.bcBKRT,repl,x1
4.0,x1_S4c_b2.bcFFDC,nkx61,x1
4.0,x1_S4c_b2.bcDGXN,nkx61,x1
4.0,x1_S4c_b2.bcCAMO,nkx61,x1
4.0,x1_S4c_b2.bcAPVE,nkx61,x1
4.0,x1_S4c_b2.bcHVBW,nkx61,x1
4.0,x1_S4c_b2.bcFIAP,nkx61,x1
4.0,x1_S4c_b2.bcBHKT,nkx61,x1
4.0,x1_S4c_b2.bcAMXO,nkx61,x1
4.0,x1_S4c_b2.bcHTUK,nkx61,x1
4.0,x1_S4c_b2.bcDJEX,ph,x1
4.0,x1_S4c_b2.bcBOLS,repl,x1
4.0,x1_S4c_b2.bcEKGC,nkx61,x1
4.0,x1_S4c_b2.bcGYCK,nkx61,x1
4.0,x1_S4c_b2.bcBZQY,nkx61,x1
4.0,x1_S4c_b2.bcCBMW,ph,x1
4.0,x1_S4c_b2.bcDETY,nkx61,x1
4.0,x1_S4c_b2.bcAGXS,nkx61,x1
4.0,x1_S4c_b2.bcBTPK,nkx61,x1
4.0,x1_S4c_b2.bcHLHM,ph,x1
4.0,x1_S4c_b2.bcGORZ,nkx61,x1
4.0,x1_S4c_b2.bcCQRS,ph,x1
4.0,x1_S4c_b2.bcIEUS,nkx61,x1
4.0,x1_S4c_b2.bcFOEW,nkx61,x1
4.0,x1_S4c_b2.bcAZMP,nkx61,x1
4.0,x1_S4c_b2.bcFTSD,nkx61,x1
4.0,x1_S4c_b2.bcDPTG,nkx61,x1
4.0,x1_S4c_b2.bcENPL,repl,x1
4.0,x1_S4c_b2.bcIIVM,repl,x1
4.0,x1_S4c_b2.bcFRGF,nkx61,x1
4.0,x1_S4c_b2.bcACIA,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcIBDX,nkx61,x1
4.0,x1_S4c_b2.bcFSUU,nkx61,x1
4.0,x1_S4c_b2.bcGTZP,nkx61,x1
4.0,x1_S4c_b2.bcCTXX,neurog3,x1
4.0,x1_S4c_b2.bcEEGQ,nkx61,x1
4.0,x1_S4c_b2.bcHLET,nkx61,x1
4.0,x1_S4c_b2.bcIISO,repl,x1
4.0,x1_S4c_b2.bcEXER,repl,x1
4.0,x1_S4c_b2.bcHEYF,nkx61,x1
4.0,x1_S4c_b2.bcBBAH,ph,x1
4.0,x1_S4c_b2.bcFTRW,nkx61,x1
4.0,x1_S4c_b2.bcCTBP,nkx61,x1
4.0,x1_S4c_b2.bcCRZF,nkx61,x1
4.0,x1_S4c_b2.bcFUUR,nkx61,x1
4.0,x1_S4c_b2.bcEPFT,nkx61,x1
4.0,x1_S4c_b2.bcDZPG,ph,x1
4.0,x1_S4c_b2.bcEAPS,nkx61,x1
4.0,x1_S4c_b2.bcHYNB,nkx61,x1
4.0,x1_S4c_b2.bcGDRG,nkx61,x1
4.0,x1_S4c_b2.bcDOOS,nkx61,x1
4.0,x1_S4c_b2.bcFXXG,repl,x1
4.0,x1_S4c_b2.bcGIEI,neurog3,x1
4.0,x1_S4c_b2.bcCKHL,ph,x1
4.0,x1_S4c_b2.bcBTHV,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcEZOJ,nkx61,x1
4.0,x1_S4c_b2.bcIEQP,neurog3,x1
4.0,x1_S4c_b2.bcAHKZ,repl,x1
4.0,x1_S4c_b2.bcAMKW,nkx61,x1
4.0,x1_S4c_b2.bcHHDA,ph,x1
4.0,x1_S4c_b2.bcHECL,ph,x1
4.0,x1_S4c_b2.bcIAHQ,nkx61,x1
4.0,x1_S4c_b2.bcCYZU,neurog3,x1
4.0,x1_S4c_b2.bcFSSI,nkx61,x1
4.0,x1_S4c_b2.bcCSNN,nkx61,x1
4.0,x1_S4c_b2.bcGAQH,nkx61,x1
4.0,x1_S4c_b2.bcEVYV,repl,x1
4.0,x1_S4c_b2.bcEJUK,ph,x1
4.0,x1_S4c_b2.bcCPEX,nkx61,x1
4.0,x1_S4c_b2.bcGRPF,nkx61,x1
4.0,x1_S4c_b2.bcEUGX,ph,x1
4.0,x1_S4c_b2.bcBBSX,repl,x1
4.0,x1_S4c_b2.bcBDTY,ph,x1
4.0,x1_S4c_b2.bcHSJT,nkx61,x1
4.0,x1_S4c_b2.bcEZPX,nkx61,x1
4.0,x1_S4c_b2.bcDJRB,nkx61,x1
4.0,x1_S4c_b2.bcHTJW,repl,x1
4.0,x1_S4c_b2.bcAMCJ,nkx61,x1
4.0,x1_S4c_b2.bcIGEK,repl,x1
4.0,x1_S4c_b2.bcDNVI,repl,x1
4.0,x1_S4c_b2.bcCPGV,nkx61,x1
4.0,x1_S4c_b2.bcBRSC,sst_hhex,x1
4.0,x1_S4c_b2.bcHCHW,nkx61,x1
4.0,x1_S4c_b2.bcGMGB,nkx61,x1
4.0,x1_S4c_b2.bcDYTI,nkx61,x1
4.0,x1_S4c_b2.bcDVDS,ph,x1
4.0,x1_S4c_b2.bcDLMB,nkx61,x1
4.0,x1_S4c_b2.bcHJHT,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcAHUD,nkx61,x1
4.0,x1_S4c_b2.bcDUVC,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcDTIP,neurog3,x1
4.0,x1_S4c_b2.bcCRGD,repl,x1
4.0,x1_S4c_b2.bcFAIM,nkx61,x1
4.0,x1_S4c_b2.bcCEQS,sst_hhex,x1
4.0,x1_S4c_b2.bcGHKK,nkx61,x1
4.0,x1_S4c_b2.bcBTMF,repl,x1
4.0,x1_S4c_b2.bcHNMR,ph,x1
4.0,x1_S4c_b2.bcEFOC,ph,x1
4.0,x1_S4c_b2.bcBTZG,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcABJZ,nkx61,x1
4.0,x1_S4c_b2.bcIBDT,repl,x1
4.0,x1_S4c_b2.bcHJQA,neurog3,x1
4.0,x1_S4c_b2.bcAANM,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcHIGW,repl,x1
4.0,x1_S4c_b2.bcAEGE,nkx61,x1
4.0,x1_S4c_b2.bcHSAX,nkx61,x1
4.0,x1_S4c_b2.bcGTPR,repl,x1
4.0,x1_S4c_b2.bcBDUI,nkx61,x1
4.0,x1_S4c_b2.bcFCJB,repl,x1
4.0,x1_S4c_b2.bcGNOB,repl,x1
4.0,x1_S4c_b2.bcFZEN,nkx61,x1
4.0,x1_S4c_b2.bcCUBA,repl,x1
4.0,x1_S4c_b2.bcGZYV,repl,x1
4.0,x1_S4c_b2.bcGFBK,repl,x1
4.0,x1_S4c_b2.bcESYD,repl,x1
4.0,x1_S4c_b2.bcDVDI,repl,x1
4.0,x1_S4c_b2.bcCHGH,ph,x1
4.0,x1_S4c_b2.bcEHSH,repl,x1
4.0,x1_S4c_b2.bcDHOW,nkx61,x1
4.0,x1_S4c_b2.bcBKMB,nkx61,x1
4.0,x1_S4c_b2.bcHEOD,neurog3,x1
4.0,x1_S4c_b2.bcFBPC,repl,x1
4.0,x1_S4c_b2.bcCFKG,nkx61,x1
4.0,x1_S4c_b2.bcFTAM,repl,x1
4.0,x1_S4c_b2.bcEFXU,repl,x1
4.0,x1_S4c_b2.bcBRTO,nkx61,x1
4.0,x1_S4c_b2.bcDBER,nkx61,x1
4.0,x1_S4c_b2.bcCFQG,nkx61,x1
4.0,x1_S4c_b2.bcDBWZ,neurog3,x1
4.0,x1_S4c_b2.bcGWUR,nkx61,x1
4.0,x1_S4c_b2.bcFUMQ,nkx61,x1
4.0,x1_S4c_b2.bcIFVR,repl,x1
4.0,x1_S4c_b2.bcHJIQ,ph,x1
4.0,x1_S4c_b2.bcDHJC,nkx61,x1
4.0,x1_S4c_b2.bcHIBB,ph,x1
4.0,x1_S4c_b2.bcDPIB,nkx61,x1
4.0,x1_S4c_b2.bcBCDP,nkx61,x1
4.0,x1_S4c_b2.bcDZQR,repl,x1
4.0,x1_S4c_b2.bcGURD,nkx61,x1
4.0,x1_S4c_b2.bcEDGU,nkx61,x1
4.0,x1_S4c_b2.bcFONT,nkx61,x1
4.0,x1_S4c_b2.bcBVVW,ph,x1
4.0,x1_S4c_b2.bcGKKC,nkx61,x1
4.0,x1_S4c_b2.bcGNHF,nkx61,x1
4.0,x1_S4c_b2.bcEZEG,nkx61,x1
4.0,x1_S4c_b2.bcFEGQ,nkx61,x1
4.0,x1_S4c_b2.bcBAXK,repl,x1
4.0,x1_S4c_b2.bcIBGY,repl,x1
4.0,x1_S4c_b2.bcHNWH,nkx61,x1
4.0,x1_S4c_b2.bcICWJ,nkx61,x1
4.0,x1_S4c_b2.bcDPJS,nkx61,x1
4.0,x1_S4c_b2.bcEZUE,nkx61,x1
4.0,x1_S4c_b2.bcARDX,nkx61,x1
4.0,x1_S4c_b2.bcEOXF,nkx61,x1
4.0,x1_S4c_b2.bcHKGM,repl,x1
4.0,x1_S4c_b2.bcEAPA,nkx61,x1
4.0,x1_S4c_b2.bcBBIF,nkx61,x1
4.0,x1_S4c_b2.bcFFBF,nkx61,x1
4.0,x1_S4c_b2.bcBCGF,nkx61,x1
4.0,x1_S4c_b2.bcFVMZ,nkx61,x1
4.0,x1_S4c_b2.bcEROM,nkx61,x1
4.0,x1_S4c_b2.bcDLYO,nkx61,x1
4.0,x1_S4c_b2.bcANQS,repl,x1
4.0,x1_S4c_b2.bcGRNG,repl,x1
4.0,x1_S4c_b2.bcCRHM,nkx61,x1
4.0,x1_S4c_b2.bcHPPV,repl,x1
4.0,x1_S4c_b2.bcIGFO,nkx61,x1
4.0,x1_S4c_b2.bcCVTF,nkx61,x1
4.0,x1_S4c_b2.bcAIXB,repl,x1
4.0,x1_S4c_b2.bcABUD,nkx61,x1
4.0,x1_S4c_b2.bcIJAD,repl,x1
4.0,x1_S4c_b2.bcFNRH,nkx61,x1
4.0,x1_S4c_b2.bcFGSM,nkx61,x1
4.0,x1_S4c_b2.bcCCKT,repl,x1
4.0,x1_S4c_b2.bcHIDH,repl,x1
4.0,x1_S4c_b2.bcEWXQ,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcECQV,neurog3,x1
4.0,x1_S4c_b2.bcAGVL,repl,x1
4.0,x1_S4c_b2.bcCRZU,ph,x1
4.0,x1_S4c_b2.bcBSTD,nkx61,x1
4.0,x1_S4c_b2.bcGVTC,repl,x1
4.0,x1_S4c_b2.bcFBRN,repl,x1
4.0,x1_S4c_b2.bcCTOP,repl,x1
4.0,x1_S4c_b2.bcEDXM,nkx61,x1
4.0,x1_S4c_b2.bcGKMO,repl,x1
4.0,x1_S4c_b2.bcCINQ,nkx61,x1
4.0,x1_S4c_b2.bcBVLC,repl,x1
4.0,x1_S4c_b2.bcEMQW,nkx61,x1
4.0,x1_S4c_b2.bcFWZM,ph,x1
4.0,x1_S4c_b2.bcEBMF,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcBWNK,nkx61,x1
4.0,x1_S4c_b2.bcAQMQ,ph,x1
4.0,x1_S4c_b2.bcHBSR,ph,x1
4.0,x1_S4c_b2.bcDTMQ,ph,x1
4.0,x1_S4c_b2.bcABFJ,repl,x1
4.0,x1_S4c_b2.bcFKWO,nkx61,x1
4.0,x1_S4c_b2.bcHOYZ,nkx61,x1
4.0,x1_S4c_b2.bcCFHX,nkx61,x1
4.0,x1_S4c_b2.bcCEJG,nkx61,x1
4.0,x1_S4c_b2.bcIJDM,neurog3,x1
4.0,x1_S4c_b2.bcEEJN,ph,x1
4.0,x1_S4c_b2.bcDWUV,sst_hhex,x1
4.0,x1_S4c_b2.bcEGES,repl,x1
4.0,x1_S4c_b2.bcDRWO,nkx61,x1
4.0,x1_S4c_b2.bcBHOF,repl,x1
4.0,x1_S4c_b2.bcGPPY,neurog3,x1
4.0,x1_S4c_b2.bcFKRF,repl,x1
4.0,x1_S4c_b2.bcATCW,nkx61,x1
4.0,x1_S4c_b2.bcFVNO,nkx61,x1
4.0,x1_S4c_b2.bcBIRA,nkx61,x1
4.0,x1_S4c_b2.bcAALO,nkx61,x1
4.0,x1_S4c_b2.bcDMSB,repl,x1
4.0,x1_S4c_b2.bcGMDD,ph,x1
4.0,x1_S4c_b2.bcFYWT,repl,x1
4.0,x1_S4c_b2.bcGKXL,repl,x1
4.0,x1_S4c_b2.bcCHMO,nkx61,x1
4.0,x1_S4c_b2.bcAPKT,nkx61,x1
4.0,x1_S4c_b2.bcBYIF,nkx61,x1
4.0,x1_S4c_b2.bcAYIL,nkx61,x1
4.0,x1_S4c_b2.bcASDA,nkx61,x1
4.0,x1_S4c_b2.bcDFDX,repl,x1
4.0,x1_S4c_b2.bcGSEY,neurog3,x1
4.0,x1_S4c_b2.bcGLAF,nkx61,x1
4.0,x1_S4c_b2.bcCWNZ,nkx61,x1
4.0,x1_S4c_b2.bcCDAZ,repl,x1
4.0,x1_S4c_b2.bcACCI,repl,x1
4.0,x1_S4c_b2.bcEKVW,ph,x1
4.0,x1_S4c_b2.bcFROM,nkx61,x1
4.0,x1_S4c_b2.bcCQMB,repl,x1
4.0,x1_S4c_b2.bcBOVI,ph,x1
4.0,x1_S4c_b2.bcDKBB,nkx61,x1
4.0,x1_S4c_b2.bcADAV,repl,x1
4.0,x1_S4c_b2.bcDEIS,repl,x1
4.0,x1_S4c_b2.bcEATB,nkx61,x1
4.0,x1_S4c_b2.bcHJVU,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcBSZG,nkx61,x1
4.0,x1_S4c_b2.bcGBJT,ph,x1
4.0,x1_S4c_b2.bcEOAN,repl,x1
4.0,x1_S4c_b2.bcCSBU,nkx61,x1
4.0,x1_S4c_b2.bcASNC,repl,x1
4.0,x1_S4c_b2.bcGZRF,repl,x1
4.0,x1_S4c_b2.bcGRCL,repl,x1
4.0,x1_S4c_b2.bcDKKJ,nkx61,x1
4.0,x1_S4c_b2.bcGFES,nkx61,x1
4.0,x1_S4c_b2.bcAACD,repl,x1
4.0,x1_S4c_b2.bcFKNT,nkx61,x1
4.0,x1_S4c_b2.bcFIZN,nkx61,x1
4.0,x1_S4c_b2.bcCKAZ,nkx61,x1
4.0,x1_S4c_b2.bcEWFQ,nkx61,x1
4.0,x1_S4c_b2.bcDRDY,nkx61,x1
4.0,x1_S4c_b2.bcBZAW,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcABPJ,nkx61,x1
4.0,x1_S4c_b2.bcBTXZ,nkx61,x1
4.0,x1_S4c_b2.bcGSYG,ph,x1
4.0,x1_S4c_b2.bcDKVC,repl,x1
4.0,x1_S4c_b2.bcCYNN,repl,x1
4.0,x1_S4c_b2.bcFONH,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcDSBL,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcHSQA,repl,x1
4.0,x1_S4c_b2.bcGFCJ,repl,x1
4.0,x1_S4c_b2.bcHMVM,ph,x1
4.0,x1_S4c_b2.bcGONH,nkx61,x1
4.0,x1_S4c_b2.bcCGAW,nkx61,x1
4.0,x1_S4c_b2.bcFLZN,nkx61,x1
4.0,x1_S4c_b2.bcFIMZ,nkx61,x1
4.0,x1_S4c_b2.bcCYKJ,ph,x1
4.0,x1_S4c_b2.bcDODR,nkx61,x1
4.0,x1_S4c_b2.bcFXJN,repl,x1
4.0,x1_S4c_b2.bcHHEZ,repl,x1
4.0,x1_S4c_b2.bcGPXC,repl,x1
4.0,x1_S4c_b2.bcCQLG,repl,x1
4.0,x1_S4c_b2.bcHMNH,neurog3,x1
4.0,x1_S4c_b2.bcENHP,nkx61,x1
4.0,x1_S4c_b2.bcGKFU,repl,x1
4.0,x1_S4c_b2.bcFIIH,nkx61,x1
4.0,x1_S4c_b2.bcDORN,nkx61,x1
4.0,x1_S4c_b2.bcETYF,ph,x1
4.0,x1_S4c_b2.bcHLGC,ph,x1
4.0,x1_S4c_b2.bcCYPD,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcEPBJ,nkx61,x1
4.0,x1_S4c_b2.bcESGB,ph,x1
4.0,x1_S4c_b2.bcERNA,ph,x1
4.0,x1_S4c_b2.bcGLUD,ph,x1
4.0,x1_S4c_b2.bcCWRS,nkx61,x1
4.0,x1_S4c_b2.bcATUS,nkx61,x1
4.0,x1_S4c_b2.bcGKBN,repl,x1
4.0,x1_S4c_b2.bcBJAT,repl,x1
4.0,x1_S4c_b2.bcEKFG,nkx61,x1
4.0,x1_S4c_b2.bcDQPF,repl,x1
4.0,x1_S4c_b2.bcDIQB,nkx61,x1
4.0,x1_S4c_b2.bcIJLB,ph,x1
4.0,x1_S4c_b2.bcHHAY,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcCHAR,nkx61,x1
4.0,x1_S4c_b2.bcBQKQ,nkx61,x1
4.0,x1_S4c_b2.bcFREE,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcFTKO,ph,x1
4.0,x1_S4c_b2.bcBUYB,repl,x1
4.0,x1_S4c_b2.bcIIMJ,nkx61,x1
4.0,x1_S4c_b2.bcDEIN,repl,x1
4.0,x1_S4c_b2.bcIEGH,ph,x1
4.0,x1_S4c_b2.bcIHDH,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcEXEM,repl,x1
4.0,x1_S4c_b2.bcIHEV,nkx61,x1
4.0,x1_S4c_b2.bcDNDF,nkx61,x1
4.0,x1_S4c_b2.bcIJZW,repl,x1
4.0,x1_S4c_b2.bcDSYZ,nkx61,x1
4.0,x1_S4c_b2.bcAUGI,repl,x1
4.0,x1_S4c_b2.bcEVVS,neurog3,x1
4.0,x1_S4c_b2.bcFSIP,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcDGIC,nkx61,x1
4.0,x1_S4c_b2.bcFXPQ,neurog3,x1
4.0,x1_S4c_b2.bcCESB,neurog3,x1
4.0,x1_S4c_b2.bcFXVK,nkx61,x1
4.0,x1_S4c_b2.bcHATB,repl,x1
4.0,x1_S4c_b2.bcBIMA,repl,x1
4.0,x1_S4c_b2.bcABWH,repl,x1
4.0,x1_S4c_b2.bcCEZQ,ph,x1
4.0,x1_S4c_b2.bcDATS,repl,x1
4.0,x1_S4c_b2.bcBMLJ,ph,x1
4.0,x1_S4c_b2.bcFZWL,repl,x1
4.0,x1_S4c_b2.bcAIRG,nkx61,x1
4.0,x1_S4c_b2.bcCJCI,repl,x1
4.0,x1_S4c_b2.bcGRZE,repl,x1
4.0,x1_S4c_b2.bcAOWG,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcBEVR,repl,x1
4.0,x1_S4c_b2.bcDWPY,ph,x1
4.0,x1_S4c_b2.bcEIZQ,ph,x1
4.0,x1_S4c_b2.bcCGZU,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcDPFS,nkx61,x1
4.0,x1_S4c_b2.bcBPNT,repl,x1
4.0,x1_S4c_b2.bcFKRG,nkx61,x1
4.0,x1_S4c_b2.bcIJGA,repl,x1
4.0,x1_S4c_b2.bcFAIG,ph,x1
4.0,x1_S4c_b2.bcCVNL,nkx61,x1
4.0,x1_S4c_b2.bcBOSR,nkx61,x1
4.0,x1_S4c_b2.bcAWRT,nkx61,x1
4.0,x1_S4c_b2.bcDDXM,ph,x1
4.0,x1_S4c_b2.bcEVGT,ph,x1
4.0,x1_S4c_b2.bcDRUW,nkx61,x1
4.0,x1_S4c_b2.bcFKZV,ph,x1
4.0,x1_S4c_b2.bcBKTL,nkx61,x1
4.0,x1_S4c_b2.bcEFXA,nkx61,x1
4.0,x1_S4c_b2.bcEPOH,neurog3,x1
4.0,x1_S4c_b2.bcDCQA,nkx61,x1
4.0,x1_S4c_b2.bcCCLI,nkx61,x1
4.0,x1_S4c_b2.bcCVGU,nkx61,x1
4.0,x1_S4c_b2.bcHKBV,nkx61,x1
4.0,x1_S4c_b2.bcCNVQ,sst_hhex,x1
4.0,x1_S4c_b2.bcCGJY,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcGRUC,repl,x1
4.0,x1_S4c_b2.bcDAEU,ph,x1
4.0,x1_S4c_b2.bcDWRF,ph,x1
4.0,x1_S4c_b2.bcGIGQ,ph,x1
4.0,x1_S4c_b2.bcCJTY,repl,x1
4.0,x1_S4c_b2.bcDOPU,repl,x1
4.0,x1_S4c_b2.bcCHPV,ph,x1
4.0,x1_S4c_b2.bcFSQO,repl,x1
4.0,x1_S4c_b2.bcDVSI,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcHAUA,nkx61,x1
4.0,x1_S4c_b2.bcHYEY,ph,x1
4.0,x1_S4c_b2.bcCDNI,nkx61,x1
4.0,x1_S4c_b2.bcGXHE,nkx61,x1
4.0,x1_S4c_b2.bcDALK,neurog3,x1
4.0,x1_S4c_b2.bcAQZN,nkx61,x1
4.0,x1_S4c_b2.bcEXMD,nkx61,x1
4.0,x1_S4c_b2.bcBJKU,nkx61,x1
4.0,x1_S4c_b2.bcBVHY,nkx61,x1
4.0,x1_S4c_b2.bcGYEI,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcGJWO,nkx61,x1
4.0,x1_S4c_b2.bcHIFU,repl,x1
4.0,x1_S4c_b2.bcHINO,nkx61,x1
4.0,x1_S4c_b2.bcDAIR,nkx61,x1
4.0,x1_S4c_b2.bcAIGC,repl,x1
4.0,x1_S4c_b2.bcIBPD,repl,x1
4.0,x1_S4c_b2.bcGQYB,repl,x1
4.0,x1_S4c_b2.bcBFDJ,repl,x1
4.0,x1_S4c_b2.bcFRZT,nkx61,x1
4.0,x1_S4c_b2.bcCYAI,nkx61,x1
4.0,x1_S4c_b2.bcHXEJ,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcFXQV,nkx61,x1
4.0,x1_S4c_b2.bcEKRT,repl,x1
4.0,x1_S4c_b2.bcBIKR,nkx61,x1
4.0,x1_S4c_b2.bcFGAG,repl,x1
4.0,x1_S4c_b2.bcDJEI,repl,x1
4.0,x1_S4c_b2.bcBGXA,nkx61,x1
4.0,x1_S4c_b2.bcCIXG,ph,x1
4.0,x1_S4c_b2.bcBXTO,ph,x1
4.0,x1_S4c_b2.bcBEUC,repl,x1
4.0,x1_S4c_b2.bcAFTY,repl,x1
4.0,x1_S4c_b2.bcBGLS,nkx61,x1
4.0,x1_S4c_b2.bcDVHZ,nkx61,x1
4.0,x1_S4c_b2.bcBIZR,nkx61,x1
4.0,x1_S4c_b2.bcGNSZ,nkx61,x1
4.0,x1_S4c_b2.bcHDPV,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcFWDX,nkx61,x1
4.0,x1_S4c_b2.bcDYMU,nkx61,x1
4.0,x1_S4c_b2.bcDJNF,ph,x1
4.0,x1_S4c_b2.bcABZJ,repl,x1
4.0,x1_S4c_b2.bcDTWU,nkx61,x1
4.0,x1_S4c_b2.bcEYXE,repl,x1
4.0,x1_S4c_b2.bcFESO,repl,x1
4.0,x1_S4c_b2.bcABMR,nkx61,x1
4.0,x1_S4c_b2.bcFMZT,repl,x1
4.0,x1_S4c_b2.bcFAKR,repl,x1
4.0,x1_S4c_b2.bcGDBG,nkx61,x1
4.0,x1_S4c_b2.bcBUCI,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcHKLB,ph,x1
4.0,x1_S4c_b2.bcADLC,repl,x1
4.0,x1_S4c_b2.bcFYAW,ph,x1
4.0,x1_S4c_b2.bcAFZD,nkx61,x1
4.0,x1_S4c_b2.bcHNSL,nkx61,x1
4.0,x1_S4c_b2.bcAMMC,ph,x1
4.0,x1_S4c_b2.bcIAFQ,ph,x1
4.0,x1_S4c_b2.bcDGFG,nkx61,x1
4.0,x1_S4c_b2.bcGPFY,repl,x1
4.0,x1_S4c_b2.bcDSBN,nkx61,x1
4.0,x1_S4c_b2.bcHWPF,nkx61,x1
4.0,x1_S4c_b2.bcEIFO,sst_hhex,x1
4.0,x1_S4c_b2.bcFUJC,nkx61,x1
4.0,x1_S4c_b2.bcHUPV,nkx61,x1
4.0,x1_S4c_b2.bcGXWJ,neurog3,x1
4.0,x1_S4c_b2.bcEZUQ,neurog3,x1
4.0,x1_S4c_b2.bcBFAB,repl,x1
4.0,x1_S4c_b2.bcCXCO,nkx61,x1
4.0,x1_S4c_b2.bcDWTE,nkx61,x1
4.0,x1_S4c_b2.bcBKQY,ph,x1
4.0,x1_S4c_b2.bcGEUC,nkx61,x1
4.0,x1_S4c_b2.bcGRSZ,nkx61,x1
4.0,x1_S4c_b2.bcIFYF,ph,x1
4.0,x1_S4c_b2.bcHYJQ,repl,x1
4.0,x1_S4c_b2.bcAAAM,ph,x1
4.0,x1_S4c_b2.bcAJXB,ph,x1
4.0,x1_S4c_b2.bcAGLV,ph,x1
4.0,x1_S4c_b2.bcEWBC,repl,x1
4.0,x1_S4c_b2.bcFZAZ,nkx61,x1
4.0,x1_S4c_b2.bcCGVI,repl,x1
4.0,x1_S4c_b2.bcARME,ph,x1
4.0,x1_S4c_b2.bcAAYH,nkx61,x1
4.0,x1_S4c_b2.bcAJDA,nkx61,x1
4.0,x1_S4c_b2.bcEIAI,repl,x1
4.0,x1_S4c_b2.bcGLBN,nkx61,x1
4.0,x1_S4c_b2.bcHNUX,nkx61,x1
4.0,x1_S4c_b2.bcHAKJ,nkx61,x1
4.0,x1_S4c_b2.bcEXID,neurog3,x1
4.0,x1_S4c_b2.bcEICJ,nkx61,x1
4.0,x1_S4c_b2.bcAJGC,nkx61,x1
4.0,x1_S4c_b2.bcBVGM,neurog3,x1
4.0,x1_S4c_b2.bcEVUU,nkx61,x1
4.0,x1_S4c_b2.bcHRWM,nkx61,x1
4.0,x1_S4c_b2.bcGWPT,nkx61,x1
4.0,x1_S4c_b2.bcAQPY,ph,x1
4.0,x1_S4c_b2.bcDAHX,nkx61,x1
4.0,x1_S4c_b2.bcCTFE,nkx61,x1
4.0,x1_S4c_b2.bcALTY,nkx61,x1
4.0,x1_S4c_b2.bcEWTU,repl,x1
4.0,x1_S4c_b2.bcFLJF,nkx61,x1
4.0,x1_S4c_b2.bcFGDT,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcEAKY,ph,x1
4.0,x1_S4c_b2.bcIDLE,ph,x1
4.0,x1_S4c_b2.bcHICC,nkx61,x1
4.0,x1_S4c_b2.bcHRSM,nkx61,x1
4.0,x1_S4c_b2.bcAKJV,repl,x1
4.0,x1_S4c_b2.bcCBBY,repl,x1
4.0,x1_S4c_b2.bcAHSJ,nkx61,x1
4.0,x1_S4c_b2.bcAOHL,nkx61,x1
4.0,x1_S4c_b2.bcDZDR,repl,x1
4.0,x1_S4c_b2.bcHWWM,nkx61,x1
4.0,x1_S4c_b2.bcHOHW,nkx61,x1
4.0,x1_S4c_b2.bcFCEH,repl,x1
4.0,x1_S4c_b2.bcHPGR,nkx61,x1
4.0,x1_S4c_b2.bcEZKF,ph,x1
4.0,x1_S4c_b2.bcDTIZ,repl,x1
4.0,x1_S4c_b2.bcGJFC,nkx61,x1
4.0,x1_S4c_b2.bcIJII,ph,x1
4.0,x1_S4c_b2.bcFJZW,nkx61,x1
4.0,x1_S4c_b2.bcGNAQ,repl,x1
4.0,x1_S4c_b2.bcEXEZ,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcDNWU,repl,x1
4.0,x1_S4c_b2.bcGYGP,fev_high_isl_neg,x1
4.0,x1_S4c_b2.bcHECF,nkx61,x1
4.0,x1_S4c_b2.bcERIA,ph,x1
4.0,x1_S4c_b2.bcDRGS,nkx61,x1
