CellID,CellStage,CellLabel,CellProtocol
x2_S4c_b2.bcEIWC,4.0,neurog3,x2
x2_S4c_b2.bcDQRP,4.0,nkx61,x2
x2_S4c_b2.bcHZJD,4.0,nkx61,x2
x2_S4c_b2.bcBDLF,4.0,sst_hhex,x2
x2_S4c_b2.bcAWGK,4.0,ph,x2
x2_S4c_b2.bcFEXC,4.0,neurog3,x2
x2_S4c_b2.bcEIYA,4.0,neurog3,x2
x2_S4c_b2.bcAMVP,4.0,neurog3,x2
x2_S4c_b2.bcAYSV,4.0,nkx61,x2
x2_S4c_b2.bcBWEQ,4.0,neurog3,x2
x2_S4c_b2.bcHBXR,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcHNPM,4.0,ph,x2
x2_S4c_b2.bcFERT,4.0,ph,x2
x2_S4c_b2.bcHKGR,4.0,ph,x2
x2_S4c_b2.bcBTNS,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcFMDZ,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcCWBP,4.0,ph,x2
x2_S4c_b2.bcDHZR,4.0,nkx61,x2
x2_S4c_b2.bcIJSD,4.0,ph__pre,x2
x2_S4c_b2.bcIJZN,4.0,sst_hhex,x2
x2_S4c_b2.bcCKTB,4.0,neurog3,x2
x2_S4c_b2.bcFJUE,4.0,nkx61,x2
x2_S4c_b2.bcHJOW,4.0,ph,x2
x2_S4c_b2.bcEVHD,4.0,ph,x2
x2_S4c_b2.bcGGJX,4.0,ph,x2
x2_S4c_b2.bcFAKB,4.0,ph,x2
x2_S4c_b2.bcGFRZ,4.0,ph__pre,x2
x2_S4c_b2.bcHXTT,4.0,sst_hhex,x2
x2_S4c_b2.bcDDGP,4.0,ph,x2
x2_S4c_b2.bcBXZD,4.0,ph__pre,x2
x2_S4c_b2.bcGTID,4.0,ph,x2
x2_S4c_b2.bcEGAQ,4.0,sst_hhex,x2
x2_S4c_b2.bcCFGU,4.0,ph,x2
x2_S4c_b2.bcHLMC,4.0,nkx61,x2
x2_S4c_b2.bcCYOE,4.0,nkx61,x2
x2_S4c_b2.bcBNUF,4.0,ph,x2
x2_S4c_b2.bcBZBJ,4.0,ph,x2
x2_S4c_b2.bcDOKU,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcGNND,4.0,ph,x2
x2_S4c_b2.bcFSTA,4.0,ph,x2
x2_S4c_b2.bcCPCT,4.0,ph__pre,x2
x2_S4c_b2.bcAWHJ,4.0,neurog3,x2
x2_S4c_b2.bcDNXH,4.0,neurog3,x2
x2_S4c_b2.bcCSPZ,4.0,neurog3,x2
x2_S4c_b2.bcCJNV,4.0,ph,x2
x2_S4c_b2.bcHVQV,4.0,ph__pre,x2
x2_S4c_b2.bcHTIQ,4.0,ph__pre,x2
x2_S4c_b2.bcHQAJ,4.0,ph,x2
x2_S4c_b2.bcEZYT,4.0,ph,x2
x2_S4c_b2.bcCKHR,4.0,nkx61,x2
x2_S4c_b2.bcAAFB,4.0,neurog3,x2
x2_S4c_b2.bcCAIA,4.0,ph,x2
x2_S4c_b2.bcDGSP,4.0,neurog3,x2
x2_S4c_b2.bcGWMV,4.0,nkx61,x2
x2_S4c_b2.bcHXAN,4.0,sst_hhex,x2
x2_S4c_b2.bcDASS,4.0,ph,x2
x2_S4c_b2.bcEPKA,4.0,ph,x2
x2_S4c_b2.bcDKVF,4.0,ph__pre,x2
x2_S4c_b2.bcCHMX,4.0,ph,x2
x2_S4c_b2.bcDQRA,4.0,ph,x2
x2_S4c_b2.bcGSGZ,4.0,neurog3,x2
x2_S4c_b2.bcBFWD,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcHBUY,4.0,nkx61,x2
x2_S4c_b2.bcGFYX,4.0,nkx61,x2
x2_S4c_b2.bcCBTD,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcBTCQ,4.0,ph,x2
x2_S4c_b2.bcCUKC,4.0,ph,x2
x2_S4c_b2.bcGFBS,4.0,neurog3,x2
x2_S4c_b2.bcFUVO,4.0,ph__pre,x2
x2_S4c_b2.bcBXBG,4.0,neurog3,x2
x2_S4c_b2.bcGLWN,4.0,nkx61,x2
x2_S4c_b2.bcGKGS,4.0,nkx61,x2
x2_S4c_b2.bcDGOH,4.0,nkx61,x2
x2_S4c_b2.bcEBYQ,4.0,ph,x2
x2_S4c_b2.bcCGMH,4.0,nkx61,x2
x2_S4c_b2.bcEYBQ,4.0,ph,x2
x2_S4c_b2.bcHXAK,4.0,ph,x2
x2_S4c_b2.bcCNOE,4.0,ph__pre,x2
x2_S4c_b2.bcFALP,4.0,ph__pre,x2
x2_S4c_b2.bcAMPU,4.0,nkx61,x2
x2_S4c_b2.bcHYYS,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcEVCW,4.0,ph,x2
x2_S4c_b2.bcGYRN,4.0,ph,x2
x2_S4c_b2.bcCWII,4.0,neurog3,x2
x2_S4c_b2.bcAWSZ,4.0,ph,x2
x2_S4c_b2.bcHSSX,4.0,ph,x2
x2_S4c_b2.bcBLOA,4.0,ph,x2
x2_S4c_b2.bcHORT,4.0,ph,x2
x2_S4c_b2.bcHFFE,4.0,ph__pre,x2
x2_S4c_b2.bcFCSP,4.0,sst_hhex,x2
x2_S4c_b2.bcDNMS,4.0,ph,x2
x2_S4c_b2.bcCJSD,4.0,nkx61,x2
x2_S4c_b2.bcECBR,4.0,nkx61,x2
x2_S4c_b2.bcGXJZ,4.0,ph,x2
x2_S4c_b2.bcGSPO,4.0,nkx61,x2
x2_S4c_b2.bcCFOB,4.0,ph,x2
x2_S4c_b2.bcGJEJ,4.0,nkx61,x2
x2_S4c_b2.bcHFJC,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcGXHL,4.0,ph,x2
x2_S4c_b2.bcBMPV,4.0,ph,x2
x2_S4c_b2.bcCFVE,4.0,nkx61,x2
x2_S4c_b2.bcFYSZ,4.0,ph__pre,x2
x2_S4c_b2.bcGLNW,4.0,ph,x2
x2_S4c_b2.bcHMFF,4.0,ph,x2
x2_S4c_b2.bcCXCC,4.0,ph__pre,x2
x2_S4c_b2.bcEVCY,4.0,sst_hhex,x2
x2_S4c_b2.bcHIGU,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcBUXG,4.0,nkx61,x2
x2_S4c_b2.bcGDRE,4.0,nkx61,x2
x2_S4c_b2.bcCPSS,4.0,nkx61,x2
x2_S4c_b2.bcGUIE,4.0,ph,x2
x2_S4c_b2.bcCQPR,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcHQJC,4.0,neurog3,x2
x2_S4c_b2.bcFPTA,4.0,ph__pre,x2
x2_S4c_b2.bcBJKT,4.0,neurog3,x2
x2_S4c_b2.bcEYWE,4.0,nkx61,x2
x2_S4c_b2.bcEPZE,4.0,nkx61,x2
x2_S4c_b2.bcDNZY,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcFBIF,4.0,ph,x2
x2_S4c_b2.bcCGVL,4.0,nkx61,x2
x2_S4c_b2.bcDIZK,4.0,ph,x2
x2_S4c_b2.bcDSLZ,4.0,sst_hhex,x2
x2_S4c_b2.bcETIQ,4.0,ph,x2
x2_S4c_b2.bcAWZL,4.0,ph,x2
x2_S4c_b2.bcFIUE,4.0,nkx61,x2
x2_S4c_b2.bcAIKH,4.0,nkx61,x2
x2_S4c_b2.bcGDQS,4.0,ph,x2
x2_S4c_b2.bcEJXS,4.0,nkx61,x2
x2_S4c_b2.bcBHSX,4.0,ph,x2
x2_S4c_b2.bcEBAO,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcHREA,4.0,neurog3,x2
x2_S4c_b2.bcHNPU,4.0,sst_hhex,x2
x2_S4c_b2.bcESYZ,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcCCGO,4.0,neurog3,x2
x2_S4c_b2.bcGVHD,4.0,neurog3,x2
x2_S4c_b2.bcGFPN,4.0,neurog3,x2
x2_S4c_b2.bcHJCQ,4.0,ph,x2
x2_S4c_b2.bcEEGL,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcAORC,4.0,sst_hhex,x2
x2_S4c_b2.bcDTPZ,4.0,nkx61,x2
x2_S4c_b2.bcASBR,4.0,ph,x2
x2_S4c_b2.bcENIL,4.0,neurog3,x2
x2_S4c_b2.bcCWYB,4.0,sst_hhex,x2
x2_S4c_b2.bcCSIY,4.0,ph,x2
x2_S4c_b2.bcHKLF,4.0,nkx61,x2
x2_S4c_b2.bcCIJJ,4.0,nkx61,x2
x2_S4c_b2.bcHUQO,4.0,nkx61,x2
x2_S4c_b2.bcAIPQ,4.0,nkx61,x2
x2_S4c_b2.bcDPRF,4.0,ph__pre,x2
x2_S4c_b2.bcHCBR,4.0,nkx61,x2
x2_S4c_b2.bcGYMH,4.0,ph,x2
x2_S4c_b2.bcHFYE,4.0,ph__pre,x2
x2_S4c_b2.bcCWXC,4.0,ph__pre,x2
x2_S4c_b2.bcBRHF,4.0,nkx61,x2
x2_S4c_b2.bcETKR,4.0,nkx61,x2
x2_S4c_b2.bcAARO,4.0,ph,x2
x2_S4c_b2.bcDSCQ,4.0,ph,x2
x2_S4c_b2.bcEMHW,4.0,ph,x2
x2_S4c_b2.bcEOBY,4.0,ph__pre,x2
x2_S4c_b2.bcDMHA,4.0,nkx61,x2
x2_S4c_b2.bcAFQA,4.0,nkx61,x2
x2_S4c_b2.bcDUUK,4.0,nkx61,x2
x2_S4c_b2.bcERUD,4.0,ph,x2
x2_S4c_b2.bcFPCO,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcDJEW,4.0,nkx61,x2
x2_S4c_b2.bcEYFR,4.0,nkx61,x2
x2_S4c_b2.bcBIQW,4.0,neurog3,x2
x2_S4c_b2.bcICYA,4.0,nkx61,x2
x2_S4c_b2.bcEYXW,4.0,sst_hhex,x2
x2_S4c_b2.bcGLNJ,4.0,sst_hhex,x2
x2_S4c_b2.bcCRTX,4.0,ph,x2
x2_S4c_b2.bcDMVT,4.0,ph,x2
x2_S4c_b2.bcBWDP,4.0,ph,x2
x2_S4c_b2.bcIJJZ,4.0,ph,x2
x2_S4c_b2.bcBSPM,4.0,ph,x2
x2_S4c_b2.bcCXIG,4.0,nkx61,x2
x2_S4c_b2.bcDTKZ,4.0,ph,x2
x2_S4c_b2.bcGBXH,4.0,ph,x2
x2_S4c_b2.bcATJA,4.0,ph__pre,x2
x2_S4c_b2.bcFKGD,4.0,ph,x2
x2_S4c_b2.bcAFNK,4.0,ph__pre,x2
x2_S4c_b2.bcBEIK,4.0,ph,x2
x2_S4c_b2.bcDKJG,4.0,ph,x2
x2_S4c_b2.bcDFDH,4.0,ph,x2
x2_S4c_b2.bcHARR,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcCPOR,4.0,ph__pre,x2
x2_S4c_b2.bcHARU,4.0,nkx61,x2
x2_S4c_b2.bcGZYT,4.0,ph,x2
x2_S4c_b2.bcCAQN,4.0,nkx61,x2
x2_S4c_b2.bcADMP,4.0,ph,x2
x2_S4c_b2.bcDQBW,4.0,ph,x2
x2_S4c_b2.bcFXYI,4.0,nkx61,x2
x2_S4c_b2.bcDRVN,4.0,ph,x2
x2_S4c_b2.bcDNQO,4.0,sst_hhex,x2
x2_S4c_b2.bcBALF,4.0,nkx61,x2
x2_S4c_b2.bcCFHC,4.0,sst_hhex,x2
x2_S4c_b2.bcIFIW,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcHTJQ,4.0,ph,x2
x2_S4c_b2.bcFMMR,4.0,ph,x2
x2_S4c_b2.bcHBBN,4.0,ph,x2
x2_S4c_b2.bcBEXX,4.0,ph,x2
x2_S4c_b2.bcGKVS,4.0,sst_hhex,x2
x2_S4c_b2.bcDCPN,4.0,ph,x2
x2_S4c_b2.bcCZQX,4.0,ph__pre,x2
x2_S4c_b2.bcDHBQ,4.0,neurog3,x2
x2_S4c_b2.bcFWRK,4.0,sst_hhex,x2
x2_S4c_b2.bcAZBF,4.0,ph__pre,x2
x2_S4c_b2.bcHJIM,4.0,nkx61,x2
x2_S4c_b2.bcGBYE,4.0,nkx61,x2
x2_S4c_b2.bcIFGC,4.0,nkx61,x2
x2_S4c_b2.bcCFFF,4.0,ph,x2
x2_S4c_b2.bcENQK,4.0,ph,x2
x2_S4c_b2.bcBWPR,4.0,ph__pre,x2
x2_S4c_b2.bcHLSD,4.0,ph,x2
x2_S4c_b2.bcIIRR,4.0,neurog3,x2
x2_S4c_b2.bcFORZ,4.0,ph,x2
x2_S4c_b2.bcCKDP,4.0,ph,x2
x2_S4c_b2.bcFHPD,4.0,nkx61,x2
x2_S4c_b2.bcHNBB,4.0,nkx61,x2
x2_S4c_b2.bcDFNI,4.0,nkx61,x2
x2_S4c_b2.bcIIVL,4.0,nkx61,x2
x2_S4c_b2.bcGOUS,4.0,nkx61,x2
x2_S4c_b2.bcHIPZ,4.0,neurog3,x2
x2_S4c_b2.bcBLOB,4.0,ph,x2
x2_S4c_b2.bcHHLU,4.0,ph,x2
x2_S4c_b2.bcHUJQ,4.0,ph,x2
x2_S4c_b2.bcEPZQ,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcAJAA,4.0,sst_hhex,x2
x2_S4c_b2.bcBWOK,4.0,ph,x2
x2_S4c_b2.bcHXVH,4.0,ph,x2
x2_S4c_b2.bcEYHR,4.0,ph,x2
x2_S4c_b2.bcGVQC,4.0,nkx61,x2
x2_S4c_b2.bcEAFI,4.0,neurog3,x2
x2_S4c_b2.bcFNNB,4.0,nkx61,x2
x2_S4c_b2.bcHRPF,4.0,sst_hhex,x2
x2_S4c_b2.bcDYOO,4.0,nkx61,x2
x2_S4c_b2.bcDJPL,4.0,ph,x2
x2_S4c_b2.bcHYUP,4.0,nkx61,x2
x2_S4c_b2.bcFMOZ,4.0,ph__pre,x2
x2_S4c_b2.bcGHJF,4.0,ph,x2
x2_S4c_b2.bcGXCX,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcGVFT,4.0,ph,x2
x2_S4c_b2.bcEKCR,4.0,ph,x2
x2_S4c_b2.bcAONA,4.0,ph,x2
x2_S4c_b2.bcAUOX,4.0,ph,x2
x2_S4c_b2.bcCHUQ,4.0,ph,x2
x2_S4c_b2.bcFBBD,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcGKCF,4.0,neurog3,x2
x2_S4c_b2.bcBUKM,4.0,ph,x2
x2_S4c_b2.bcHISN,4.0,ph,x2
x2_S4c_b2.bcDZYX,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcETDB,4.0,neurog3,x2
x2_S4c_b2.bcHDKO,4.0,ph__pre,x2
x2_S4c_b2.bcEYBE,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcAWFF,4.0,nkx61,x2
x2_S4c_b2.bcDWHF,4.0,nkx61,x2
x2_S4c_b2.bcDNDE,4.0,ph,x2
x2_S4c_b2.bcHMMZ,4.0,nkx61,x2
x2_S4c_b2.bcFVHN,4.0,ph__pre,x2
x2_S4c_b2.bcENAF,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcFXGR,4.0,ph,x2
x2_S4c_b2.bcCZQC,4.0,nkx61,x2
x2_S4c_b2.bcDBEL,4.0,repl,x2
x2_S4c_b2.bcGJFK,4.0,ph,x2
x2_S4c_b2.bcDPCO,4.0,ph,x2
x2_S4c_b2.bcCDQL,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcDKWL,4.0,ph__pre,x2
x2_S4c_b2.bcHUDJ,4.0,ph__pre,x2
x2_S4c_b2.bcESLN,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcENFZ,4.0,nkx61,x2
x2_S4c_b2.bcFOBA,4.0,ph,x2
x2_S4c_b2.bcDKYR,4.0,ph,x2
x2_S4c_b2.bcDOKR,4.0,sst_hhex,x2
x2_S4c_b2.bcFFPE,4.0,nkx61,x2
x2_S4c_b2.bcBVFK,4.0,neurog3,x2
x2_S4c_b2.bcIHBV,4.0,ph__pre,x2
x2_S4c_b2.bcASKC,4.0,nkx61,x2
x2_S4c_b2.bcAEJD,4.0,ph,x2
x2_S4c_b2.bcFSNV,4.0,ph,x2
x2_S4c_b2.bcGAYE,4.0,ph__pre,x2
x2_S4c_b2.bcAIWH,4.0,nkx61,x2
x2_S4c_b2.bcCEEC,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcHABN,4.0,ph,x2
x2_S4c_b2.bcBAFE,4.0,ph,x2
x2_S4c_b2.bcGYOC,4.0,ph,x2
x2_S4c_b2.bcHICG,4.0,ph__pre,x2
x2_S4c_b2.bcEZRP,4.0,ph__pre,x2
x2_S4c_b2.bcGGZW,4.0,sst_hhex,x2
x2_S4c_b2.bcGIHV,4.0,nkx61,x2
x2_S4c_b2.bcFCKZ,4.0,ph__pre,x2
x2_S4c_b2.bcCUTM,4.0,ph,x2
x2_S4c_b2.bcAKBJ,4.0,nkx61,x2
x2_S4c_b2.bcALNJ,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcBLIB,4.0,nkx61,x2
x2_S4c_b2.bcEUGO,4.0,nkx61,x2
x2_S4c_b2.bcHKML,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcIJIA,4.0,ph__pre,x2
x2_S4c_b2.bcCBHW,4.0,ph,x2
x2_S4c_b2.bcFUVH,4.0,ph,x2
x2_S4c_b2.bcGCBQ,4.0,ph,x2
x2_S4c_b2.bcHYMV,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcEEPU,4.0,ph__pre,x2
x2_S4c_b2.bcCVIL,4.0,nkx61,x2
x2_S4c_b2.bcHMCH,4.0,ph,x2
x2_S4c_b2.bcEXSP,4.0,nkx61,x2
x2_S4c_b2.bcDXIB,4.0,ph,x2
x2_S4c_b2.bcBGOJ,4.0,ph,x2
x2_S4c_b2.bcBYXI,4.0,ph,x2
x2_S4c_b2.bcGWEL,4.0,nkx61,x2
x2_S4c_b2.bcEZFS,4.0,ph,x2
x2_S4c_b2.bcHGUU,4.0,ph,x2
x2_S4c_b2.bcGHBP,4.0,ph,x2
x2_S4c_b2.bcEASQ,4.0,nkx61,x2
x2_S4c_b2.bcCXJB,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcGAZP,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcGPRE,4.0,nkx61,x2
x2_S4c_b2.bcGPKD,4.0,ph,x2
x2_S4c_b2.bcFMUE,4.0,nkx61,x2
x2_S4c_b2.bcADEQ,4.0,ph__pre,x2
x2_S4c_b2.bcICIB,4.0,ph,x2
x2_S4c_b2.bcGDPC,4.0,neurog3,x2
x2_S4c_b2.bcCSQC,4.0,neurog3,x2
x2_S4c_b2.bcGJNX,4.0,ph,x2
x2_S4c_b2.bcHHMO,4.0,ph__pre,x2
x2_S4c_b2.bcHGFW,4.0,ph__pre,x2
x2_S4c_b2.bcEURO,4.0,nkx61,x2
x2_S4c_b2.bcFUKY,4.0,ph,x2
x2_S4c_b2.bcAWKR,4.0,sst_hhex,x2
x2_S4c_b2.bcDCKC,4.0,ph,x2
x2_S4c_b2.bcFROY,4.0,ph,x2
x2_S4c_b2.bcFKPR,4.0,nkx61,x2
x2_S4c_b2.bcFTOR,4.0,ph,x2
x2_S4c_b2.bcHNBM,4.0,sst_hhex,x2
x2_S4c_b2.bcGQXY,4.0,nkx61,x2
x2_S4c_b2.bcHBTF,4.0,ph__pre,x2
x2_S4c_b2.bcEIRZ,4.0,nkx61,x2
x2_S4c_b2.bcDYHQ,4.0,neurog3,x2
x2_S4c_b2.bcDHRS,4.0,ph,x2
x2_S4c_b2.bcAJSA,4.0,sst_hhex,x2
x2_S4c_b2.bcGYQD,4.0,sst_hhex,x2
x2_S4c_b2.bcFFUK,4.0,ph,x2
x2_S4c_b2.bcBTUS,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcFWKW,4.0,ph,x2
x2_S4c_b2.bcCRTO,4.0,ph,x2
x2_S4c_b2.bcAQVX,4.0,sst_hhex,x2
x2_S4c_b2.bcDLIA,4.0,ph,x2
x2_S4c_b2.bcBOGZ,4.0,nkx61,x2
x2_S4c_b2.bcDWOP,4.0,neurog3,x2
x2_S4c_b2.bcAFAR,4.0,nkx61,x2
x2_S4c_b2.bcCSQL,4.0,ph,x2
x2_S4c_b2.bcCEVN,4.0,nkx61,x2
x2_S4c_b2.bcCGTH,4.0,ph,x2
x2_S4c_b2.bcHXNC,4.0,nkx61,x2
x2_S4c_b2.bcCUFC,4.0,ph,x2
x2_S4c_b2.bcDAZJ,4.0,neurog3,x2
x2_S4c_b2.bcDWPT,4.0,nkx61,x2
x2_S4c_b2.bcCJFE,4.0,ph,x2
x2_S4c_b2.bcBIWZ,4.0,ph__pre,x2
x2_S4c_b2.bcCGAN,4.0,ph,x2
x2_S4c_b2.bcDLDP,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcHAAY,4.0,ph,x2
x2_S4c_b2.bcGDTD,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcGZBG,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcGRFL,4.0,sst_hhex,x2
x2_S4c_b2.bcBWFA,4.0,ph,x2
x2_S4c_b2.bcFBBW,4.0,nkx61,x2
x2_S4c_b2.bcFLAR,4.0,ph__pre,x2
x2_S4c_b2.bcHBKW,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcDOGH,4.0,ph,x2
x2_S4c_b2.bcCQQI,4.0,neurog3,x2
x2_S4c_b2.bcAOGZ,4.0,nkx61,x2
x2_S4c_b2.bcCAEW,4.0,ph,x2
x2_S4c_b2.bcDBCN,4.0,ph,x2
x2_S4c_b2.bcCQBV,4.0,sst_hhex,x2
x2_S4c_b2.bcALXI,4.0,ph,x2
x2_S4c_b2.bcDYKY,4.0,ph,x2
x2_S4c_b2.bcEZUA,4.0,ph,x2
x2_S4c_b2.bcBSEK,4.0,nkx61,x2
x2_S4c_b2.bcBLCU,4.0,ph__pre,x2
x2_S4c_b2.bcHOKD,4.0,ph,x2
x2_S4c_b2.bcBILI,4.0,ph,x2
x2_S4c_b2.bcHMDG,4.0,ph,x2
x2_S4c_b2.bcDZCF,4.0,ph,x2
x2_S4c_b2.bcFHBM,4.0,ph,x2
x2_S4c_b2.bcGHYE,4.0,ph__pre,x2
x2_S4c_b2.bcHIRI,4.0,ph,x2
x2_S4c_b2.bcDAWN,4.0,ph,x2
x2_S4c_b2.bcHQRL,4.0,nkx61,x2
x2_S4c_b2.bcHRZG,4.0,ph,x2
x2_S4c_b2.bcDXBR,4.0,ph,x2
x2_S4c_b2.bcCKTF,4.0,neurog3,x2
x2_S4c_b2.bcCBBE,4.0,ph__pre,x2
x2_S4c_b2.bcAAZP,4.0,sst_hhex,x2
x2_S4c_b2.bcAXOS,4.0,ph,x2
x2_S4c_b2.bcAQQM,4.0,ph,x2
x2_S4c_b2.bcEZUK,4.0,sst_hhex,x2
x2_S4c_b2.bcGHSN,4.0,ph,x2
x2_S4c_b2.bcBCAV,4.0,ph__pre,x2
x2_S4c_b2.bcIFFD,4.0,ph__pre,x2
x2_S4c_b2.bcDUNP,4.0,nkx61,x2
x2_S4c_b2.bcCEVG,4.0,ph,x2
x2_S4c_b2.bcAXVC,4.0,ph,x2
x2_S4c_b2.bcFDAA,4.0,ph,x2
x2_S4c_b2.bcFWXO,4.0,ph,x2
x2_S4c_b2.bcDTMX,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcALVF,4.0,neurog3,x2
x2_S4c_b2.bcFXAS,4.0,nkx61,x2
x2_S4c_b2.bcAMVG,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcCWMU,4.0,ph,x2
x2_S4c_b2.bcCOFJ,4.0,ph,x2
x2_S4c_b2.bcHKPH,4.0,ph,x2
x2_S4c_b2.bcFSHU,4.0,ph,x2
x2_S4c_b2.bcEEEZ,4.0,nkx61,x2
x2_S4c_b2.bcHARL,4.0,nkx61,x2
x2_S4c_b2.bcDKFH,4.0,nkx61,x2
x2_S4c_b2.bcAJMG,4.0,nkx61,x2
x2_S4c_b2.bcDMJQ,4.0,ph,x2
x2_S4c_b2.bcFUJB,4.0,nkx61,x2
x2_S4c_b2.bcBXLE,4.0,ph,x2
x2_S4c_b2.bcEIUA,4.0,ph__pre,x2
x2_S4c_b2.bcCDKF,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcFJYS,4.0,ph__pre,x2
x2_S4c_b2.bcCFLJ,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcBYQQ,4.0,ph__pre,x2
x2_S4c_b2.bcDREE,4.0,ph,x2
x2_S4c_b2.bcDRHK,4.0,ph,x2
x2_S4c_b2.bcDACA,4.0,neurog3,x2
x2_S4c_b2.bcGLLH,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcIIXH,4.0,nkx61,x2
x2_S4c_b2.bcCYPN,4.0,ph__pre,x2
x2_S4c_b2.bcCBSX,4.0,ph,x2
x2_S4c_b2.bcGJRX,4.0,nkx61,x2
x2_S4c_b2.bcFKAX,4.0,ph,x2
x2_S4c_b2.bcCEPN,4.0,ph,x2
x2_S4c_b2.bcHUMM,4.0,sst_hhex,x2
x2_S4c_b2.bcHNOG,4.0,nkx61,x2
x2_S4c_b2.bcHIIG,4.0,ph,x2
x2_S4c_b2.bcEZMP,4.0,ph,x2
x2_S4c_b2.bcDBWN,4.0,ph,x2
x2_S4c_b2.bcHETU,4.0,ph__pre,x2
x2_S4c_b2.bcCPSW,4.0,ph,x2
x2_S4c_b2.bcHKGF,4.0,nkx61,x2
x2_S4c_b2.bcBPUP,4.0,ph,x2
x2_S4c_b2.bcBHBP,4.0,ph,x2
x2_S4c_b2.bcCEMV,4.0,ph,x2
x2_S4c_b2.bcEPYV,4.0,nkx61,x2
x2_S4c_b2.bcCJUL,4.0,ph__pre,x2
x2_S4c_b2.bcGPFU,4.0,ph,x2
x2_S4c_b2.bcGNDP,4.0,ph__pre,x2
x2_S4c_b2.bcFXIB,4.0,ph,x2
x2_S4c_b2.bcGEZW,4.0,nkx61,x2
x2_S4c_b2.bcCLUI,4.0,ph__pre,x2
x2_S4c_b2.bcDMVM,4.0,ph__pre,x2
x2_S4c_b2.bcESKD,4.0,nkx61,x2
x2_S4c_b2.bcELHO,4.0,nkx61,x2
x2_S4c_b2.bcDKYC,4.0,sst_hhex,x2
x2_S4c_b2.bcHMOE,4.0,ph,x2
x2_S4c_b2.bcBXYS,4.0,ph,x2
x2_S4c_b2.bcAQVF,4.0,ph,x2
x2_S4c_b2.bcCFOL,4.0,nkx61,x2
x2_S4c_b2.bcDBCQ,4.0,neurog3,x2
x2_S4c_b2.bcCELW,4.0,sst_hhex,x2
x2_S4c_b2.bcAJXO,4.0,sst_hhex,x2
x2_S4c_b2.bcIBOR,4.0,ph,x2
x2_S4c_b2.bcGUWN,4.0,ph,x2
x2_S4c_b2.bcGMEI,4.0,ph,x2
x2_S4c_b2.bcENKF,4.0,ph,x2
x2_S4c_b2.bcABIP,4.0,ph,x2
x2_S4c_b2.bcCKIA,4.0,sst_hhex,x2
x2_S4c_b2.bcCWES,4.0,nkx61,x2
x2_S4c_b2.bcEMVX,4.0,ph,x2
x2_S4c_b2.bcCWQT,4.0,ph,x2
x2_S4c_b2.bcDNVJ,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcDOWF,4.0,ph__pre,x2
x2_S4c_b2.bcAPJP,4.0,neurog3,x2
x2_S4c_b2.bcIEOR,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcHVYN,4.0,neurog3,x2
x2_S4c_b2.bcEXZZ,4.0,nkx61,x2
x2_S4c_b2.bcDZRF,4.0,sst_hhex,x2
x2_S4c_b2.bcDOGJ,4.0,fev_high_isl_neg,x2
x2_S4c_b2.bcFPDB,4.0,sst_hhex,x2
